TransactionID,PaymentMethod,PaymentProvider,Amount
76698,Credit Card,Visa,"₱1,753.75"
76701,E-wallet,GCash,"₱3,249.34"
76705,Credit Card,Mastercard,"₱2,794.02"
76709,Credit Card,Mastercard,"₱1,328.93"
76713,Credit Card,Visa,"₱1,198.21"
76716,E-wallet,GCash,"₱2,423.66"
76720,E-wallet,GCash,"₱2,532.59"
76724,Credit Card,Visa,"₱1,699.29"
76727,Cash,Cash,"₱2,547.84"
76731,Credit Card,Visa,"₱1,854.16"
76732,Credit Card,Visa,"₱2,930.18"
76733,Credit Card,Mastercard,"₱3,022.77"
76737,Cash,Cash,"₱2,156.79"
76738,Cash,Cash,"₱1,225.45"
76740,Credit Card,Mastercard,₱827.04
76742,Cash,Cash,"₱2,147.62"
76743,E-wallet,GCash,"₱1,513.02"
76744,Credit Card,Visa,"₱2,667.66"
76746,Credit Card,Mastercard,"₱1,846.34"
76748,Credit Card,Mastercard,₱898.66
76752,Credit Card,Visa,"₱1,879.02"
76753,Cash,Cash,"₱1,753.75"
76757,Credit Card,Visa,"₱1,405.18"
76759,Credit Card,Mastercard,₱468.39
76760,E-wallet,GCash,₱923.99
76760,Credit Card,Mastercard,"₱1,129.31"
76764,Credit Card,Mastercard,"₱1,301.70"
76768,Cash,Cash,"₱1,721.07"
76770,Credit Card,Visa,₱755.00
76772,Cash,Cash,₱764.79
76773,E-wallet,GCash,₱637.23
76773,Credit Card,Mastercard,₱778.84
76775,E-wallet,GCash,"₱1,063.69"
76775,Credit Card,Mastercard,"₱1,300.06"
76776,Credit Card,Mastercard,"₱2,627.84"
76777,Credit Card,Mastercard,"₱1,318.04"
76778,Cash,Cash,"₱1,993.39"
76781,Credit Card,Mastercard,"₱5,637.05"
76783,E-wallet,GCash,"₱3,434.52"
76787,E-wallet,GCash,₱463.22
76787,Credit Card,Mastercard,₱566.15
76790,Credit Card,Visa,"₱1,617.59"
76792,E-wallet,GCash,₱534.29
76792,Credit Card,Mastercard,₱653.03
76794,Credit Card,Visa,"₱3,491.16"
76798,E-wallet,GCash,"₱1,112.71"
76798,Credit Card,Mastercard,"₱1,359.97"
76800,Cash,Cash,₱403.04
76803,Credit Card,Mastercard,"₱1,606.70"
76805,Cash,Cash,"₱3,149.12"
76806,E-wallet,GCash,₱622.53
76806,Credit Card,Mastercard,₱760.86
76809,Credit Card,Mastercard,₱991.25
76812,E-wallet,GCash,₱901.93
76815,Cash,Cash,"₱1,263.57"
76817,E-wallet,GCash,₱803.89
76817,Credit Card,Mastercard,₱982.54
76819,Credit Card,Visa,"₱2,497.73"
76821,Credit Card,Visa,"₱1,165.54"
76823,Credit Card,Visa,"₱1,252.68"
76825,Credit Card,Mastercard,"₱1,143.75"
76826,Cash,Cash,"₱2,990.09"
76830,Credit Card,Visa,"₱1,067.50"
76831,Credit Card,Mastercard,"₱1,367.05"
76833,Credit Card,Mastercard,"₱1,519.55"
76836,Cash,Cash,"₱2,004.29"
76840,E-wallet,GCash,₱803.89
76840,Credit Card,Mastercard,₱982.54
76843,Credit Card,Visa,"₱1,949.82"
76847,E-wallet,GCash,"₱1,517.10"
76847,Credit Card,Mastercard,"₱1,854.24"
76851,Credit Card,Visa,"₱2,401.87"
76853,Credit Card,Mastercard,"₱1,467.32"
76856,E-wallet,GCash,₱406.85
76856,Credit Card,Mastercard,₱497.26
76858,E-wallet,GCash,"₱4,776.52"
76859,Credit Card,Mastercard,₱904.11
76861,E-wallet,GCash,"₱1,302.80"
76864,Credit Card,Visa,"₱1,274.46"
76983,Credit Card,Visa,"₱4,182.86"
76987,Credit Card,Visa,₱875.95
76988,Credit Card,Mastercard,"₱1,682.95"
76992,Credit Card,Visa,"₱3,191.61"
76995,Cash,Cash,"₱1,584.91"
76996,Cash,Cash,"₱1,323.48"
77000,E-wallet,GCash,₱137.25
77000,Credit Card,Mastercard,₱167.75
77002,Credit Card,Mastercard,"₱1,879.02"
77005,Cash,Cash,"₱1,911.70"
77007,Credit Card,Mastercard,"₱2,064.20"
77010,E-wallet,GCash,"₱1,671.51"
77010,Credit Card,Mastercard,"₱2,042.95"
77012,Credit Card,Visa,₱896.48
77015,Cash,Cash,₱980.36
77016,Cash,Cash,₱713.48
77019,Cash,Cash,"₱1,693.84"
77023,Credit Card,Visa,₱920.45
77025,E-wallet,GCash,₱389.69
77025,Credit Card,Mastercard,₱476.29
77026,Credit Card,Mastercard,"₱1,448.75"
77030,Credit Card,Visa,₱931.34
77032,E-wallet,GCash,₱436.26
77032,Credit Card,Mastercard,₱533.20
77036,Cash,Cash,₱413.93
77037,Credit Card,Visa,₱272.32
77038,Cash,Cash,₱528.30
77040,E-wallet,GCash,"₱1,578.38"
77040,Credit Card,Mastercard,"₱1,929.12"
77042,E-wallet,GCash,₱713.48
77046,Cash,Cash,"₱2,200.36"
77047,E-wallet,GCash,₱953.40
77047,Credit Card,Mastercard,"₱1,165.26"
77048,Credit Card,Visa,"₱1,977.05"
77050,Cash,Cash,"₱3,235.18"
77053,Cash,Cash,₱718.93
77056,E-wallet,GCash,"₱3,491.16"
77060,Credit Card,Mastercard,"₱2,788.57"
77062,Credit Card,Visa,"₱1,274.46"
77066,E-wallet,GCash,"₱2,423.66"
77067,E-wallet,GCash,"₱1,105.62"
77070,E-wallet,GCash,"₱1,770.09"
77073,E-wallet,GCash,"₱2,129.55"
77075,Credit Card,Mastercard,"₱1,715.62"
77078,E-wallet,GCash,"₱1,873.57"
77079,E-wallet,GCash,₱735.27
77083,Credit Card,Mastercard,₱544.64
77085,Cash,Cash,₱413.93
77086,E-wallet,GCash,"₱1,274.57"
77086,Credit Card,Mastercard,"₱1,557.80"
77089,Credit Card,Mastercard,"₱1,290.80"
77093,Cash,Cash,"₱1,143.75"
77095,Credit Card,Visa,"₱2,968.30"
77096,Credit Card,Visa,"₱1,721.07"
77098,E-wallet,GCash,₱372.54
77098,Credit Card,Mastercard,₱455.32
77100,Credit Card,Visa,"₱2,047.86"
77103,Cash,Cash,"₱1,987.95"
77105,E-wallet,GCash,"₱1,328.38"
77105,Credit Card,Mastercard,"₱1,623.58"
77107,E-wallet,GCash,"₱1,062.05"
77108,Credit Card,Mastercard,"₱2,167.68"
77109,E-wallet,GCash,₱840.65
77109,Credit Card,Mastercard,"₱1,027.47"
77110,Cash,Cash,₱397.59
77112,Credit Card,Visa,"₱1,399.73"
77114,Cash,Cash,₱964.02
77117,E-wallet,GCash,"₱1,002.14"
77119,Credit Card,Mastercard,"₱1,726.52"
77120,E-wallet,GCash,"₱1,639.37"
77123,E-wallet,GCash,"₱1,552.23"
77126,Cash,Cash,"₱1,378.39"
77128,Cash,Cash,"₱1,181.87"
77131,E-wallet,GCash,"₱1,637.69"
77131,Credit Card,Mastercard,"₱2,001.61"
77135,Credit Card,Visa,"₱2,036.96"
77137,E-wallet,GCash,₱574.25
77137,Credit Card,Mastercard,₱701.87
77140,Credit Card,Visa,"₱1,252.68"
77141,E-wallet,GCash,₱377.44
77141,Credit Card,Mastercard,₱461.31
77143,Credit Card,Mastercard,"₱2,053.30"
77144,Credit Card,Mastercard,"₱2,731.93"
77147,Credit Card,Mastercard,₱974.91
77149,Cash,Cash,₱795.91
77152,Credit Card,Visa,"₱1,252.68"
77154,Credit Card,Mastercard,"₱1,405.18"
77158,E-wallet,GCash,₱821.32
77160,Credit Card,Mastercard,"₱1,377.95"
77162,Cash,Cash,"₱2,385.54"
77163,Credit Card,Visa,₱163.39
77167,Cash,Cash,₱479.29
77170,Credit Card,Mastercard,"₱6,900.62"
77172,E-wallet,GCash,₱872.52
77172,Credit Card,Mastercard,"₱1,066.41"
77174,Cash,Cash,₱751.61
77177,Cash,Cash,"₱1,529.36"
77181,Credit Card,Visa,"₱1,595.80"
77182,Credit Card,Mastercard,"₱2,668.75"
77184,Credit Card,Mastercard,₱708.04
77186,Cash,Cash,"₱5,849.46"
77188,Cash,Cash,"₱1,029.37"
77192,E-wallet,GCash,₱321.07
77192,Credit Card,Mastercard,₱392.41
77194,E-wallet,GCash,"₱1,107.81"
77194,Credit Card,Mastercard,"₱1,353.98"
77196,E-wallet,GCash,"₱2,026.07"
77197,Cash,Cash,"₱1,835.45"
77198,E-wallet,GCash,"₱2,254.82"
77200,E-wallet,GCash,"₱2,138.27"
77202,Cash,Cash,"₱2,156.79"
77206,Credit Card,Mastercard,"₱1,307.14"
77210,E-wallet,GCash,₱284.31
77210,Credit Card,Mastercard,₱347.48
77211,Credit Card,Mastercard,"₱3,959.55"
77213,E-wallet,GCash,"₱1,851.79"
77214,Cash,Cash,"₱2,478.12"
77323,Credit Card,Visa,₱637.23
77325,Cash,Cash,₱838.75
77328,E-wallet,GCash,"₱2,064.20"
77330,Credit Card,Visa,₱904.11
77333,Cash,Cash,"₱2,034.79"
77334,Cash,Cash,"₱2,085.98"
77338,Cash,Cash,"₱2,984.64"
77342,E-wallet,GCash,"₱2,124.11"
77344,Cash,Cash,"₱3,099.02"
77346,E-wallet,GCash,"₱2,924.73"
77348,Credit Card,Mastercard,"₱1,824.55"
77350,E-wallet,GCash,₱348.03
77350,Credit Card,Mastercard,₱425.36
77354,E-wallet,GCash,₱637.23
77357,Credit Card,Visa,"₱1,938.93"
77359,Cash,Cash,"₱1,121.96"
77362,E-wallet,GCash,₱9.81
77362,Credit Card,Mastercard,₱11.98
77365,Credit Card,Visa,"₱1,072.95"
77368,Credit Card,Mastercard,"₱2,124.11"
77371,Credit Card,Visa,"₱1,971.61"
77374,Credit Card,Mastercard,"₱1,884.46"
77378,Cash,Cash,"₱2,506.90"
77379,Credit Card,Visa,"₱4,144.73"
77380,Cash,Cash,"₱2,902.95"
77382,Credit Card,Visa,"₱1,339.82"
77386,E-wallet,GCash,₱433.54
77388,Cash,Cash,"₱1,465.09"
77389,E-wallet,GCash,₱925.89
77391,Credit Card,Mastercard,₱283.21
77393,Credit Card,Mastercard,"₱2,222.14"
77394,E-wallet,GCash,₱691.70
77396,Credit Card,Visa,"₱1,318.04"
77397,Credit Card,Mastercard,₱201.52
77399,Credit Card,Visa,₱522.86
77403,E-wallet,GCash,"₱3,380.05"
77405,E-wallet,GCash,₱860.54
77408,Credit Card,Mastercard,"₱2,685.09"
77410,Credit Card,Visa,"₱1,780.98"
77414,E-wallet,GCash,₱522.86
77416,Credit Card,Visa,"₱1,263.57"
77418,Credit Card,Mastercard,"₱1,568.57"
77420,Credit Card,Visa,"₱1,312.59"
77424,Credit Card,Visa,₱860.54
77427,Credit Card,Visa,₱952.04
77429,Cash,Cash,"₱2,113.21"
77430,Credit Card,Mastercard,₱795.18
77432,Credit Card,Mastercard,"₱1,356.16"
77435,Credit Card,Visa,₱351.27
77439,Credit Card,Mastercard,₱844.82
77441,E-wallet,GCash,₱117.15
77441,Credit Card,Mastercard,₱143.19
77445,E-wallet,GCash,"₱1,276.92"
77445,Credit Card,Mastercard,"₱1,560.67"
77449,E-wallet,GCash,"₱1,840.89"
77450,E-wallet,GCash,₱996.70
77452,Cash,Cash,"₱3,474.82"
77454,E-wallet,GCash,"₱2,712.32"
77456,Credit Card,Mastercard,"₱4,427.95"
77457,E-wallet,GCash,"₱1,911.70"
77459,Cash,Cash,"₱2,254.82"
77461,Credit Card,Mastercard,"₱2,233.04"
77464,Credit Card,Mastercard,"₱2,390.98"
77467,E-wallet,GCash,"₱1,258.12"
77469,Credit Card,Mastercard,"₱3,660.00"
77472,Credit Card,Visa,"₱1,699.29"
77473,Cash,Cash,"₱1,296.25"
77477,Credit Card,Visa,₱980.36
77479,E-wallet,GCash,"₱1,945.46"
77483,Cash,Cash,₱408.48
77486,E-wallet,GCash,"₱1,187.32"
77489,E-wallet,GCash,"₱1,672.05"
77491,Credit Card,Visa,"₱1,525.00"
77493,E-wallet,GCash,₱370.36
77497,E-wallet,GCash,₱686.25
77499,Credit Card,Mastercard,"₱2,151.34"
77501,E-wallet,GCash,"₱1,002.14"
77505,Credit Card,Visa,"₱3,026.04"
77507,Credit Card,Mastercard,"₱1,217.82"
77508,Credit Card,Mastercard,"₱1,895.36"
77509,Cash,Cash,₱433.54
77511,E-wallet,GCash,₱767.95
77512,E-wallet,GCash,₱865.98
77514,Credit Card,Visa,"₱4,417.05"
77518,E-wallet,GCash,"₱2,396.43"
77522,Credit Card,Mastercard,"₱1,241.79"
77525,Cash,Cash,"₱2,412.77"
77526,Credit Card,Mastercard,"₱3,654.55"
77530,Credit Card,Mastercard,"₱2,538.04"
77534,Credit Card,Mastercard,₱838.75
77623,Credit Card,Mastercard,"₱1,176.43"
77625,Credit Card,Visa,"₱2,832.14"
77629,Credit Card,Visa,₱947.68
77632,E-wallet,GCash,"₱3,169.00"
77632,Credit Card,Mastercard,"₱3,873.23"
77636,E-wallet,GCash,"₱2,249.37"
77640,Credit Card,Visa,"₱1,312.59"
77641,Cash,Cash,"₱2,527.14"
77644,Credit Card,Visa,"₱1,056.61"
77647,Cash,Cash,₱440.20
77648,Credit Card,Visa,"₱1,693.84"
77649,E-wallet,GCash,₱909.55
77651,Credit Card,Visa,"₱2,434.55"
77654,E-wallet,GCash,"₱2,390.98"
77657,Cash,Cash,"₱3,197.05"
77661,Credit Card,Mastercard,"₱2,151.34"
77662,E-wallet,GCash,"₱1,459.64"
77664,E-wallet,GCash,₱953.12
77665,Credit Card,Visa,"₱4,618.57"
77666,Credit Card,Visa,"₱2,211.25"
77668,Credit Card,Visa,₱838.75
77669,Cash,Cash,₱664.46
77671,Credit Card,Visa,"₱1,360.52"
77673,Credit Card,Visa,₱855.09
77676,Credit Card,Visa,"₱4,406.16"
77679,Cash,Cash,"₱3,380.05"
77682,Credit Card,Visa,₱941.14
77685,E-wallet,GCash,"₱3,404.02"
77688,Credit Card,Mastercard,"₱2,341.96"
77690,Cash,Cash,"₱2,668.75"
77691,Cash,Cash,"₱3,654.55"
77695,Cash,Cash,"₱1,791.87"
77699,E-wallet,GCash,₱291.17
77699,Credit Card,Mastercard,₱355.87
77701,E-wallet,GCash,"₱1,356.16"
77704,E-wallet,GCash,"₱5,686.07"
77706,E-wallet,GCash,"₱1,971.61"
77708,Credit Card,Mastercard,₱996.70
77711,E-wallet,GCash,₱495.62
77713,Credit Card,Mastercard,₱686.25
77716,Credit Card,Mastercard,"₱3,043.46"
77717,Credit Card,Mastercard,"₱2,352.86"
77720,E-wallet,GCash,₱615.45
77722,Credit Card,Visa,"₱3,719.91"
77723,E-wallet,GCash,"₱2,755.89"
77727,Cash,Cash,"₱1,312.59"
77728,E-wallet,GCash,₱171.56
77728,Credit Card,Mastercard,₱209.69
77731,E-wallet,GCash,₱924.80
77734,E-wallet,GCash,"₱2,576.16"
77737,Cash,Cash,"₱1,394.29"
77739,Credit Card,Visa,"₱1,715.62"
77741,Credit Card,Mastercard,"₱2,565.27"
77743,E-wallet,GCash,₱800.62
77745,E-wallet,GCash,"₱3,442.14"
77746,Credit Card,Mastercard,₱751.61
77748,Cash,Cash,"₱1,906.25"
77750,Cash,Cash,₱648.12
77751,Cash,Cash,"₱4,498.75"
77752,E-wallet,GCash,"₱1,896.99"
77752,Credit Card,Mastercard,"₱2,318.55"
77754,E-wallet,GCash,"₱2,390.98"
77757,Credit Card,Mastercard,"₱1,143.75"
77759,E-wallet,GCash,"₱2,843.04"
77761,Credit Card,Visa,₱615.45
77763,Credit Card,Mastercard,"₱3,175.27"
77764,Credit Card,Mastercard,₱430.27
77766,E-wallet,GCash,₱550.09
77768,E-wallet,GCash,"₱1,867.58"
77768,Credit Card,Mastercard,"₱2,282.60"
77770,Credit Card,Visa,"₱1,632.84"
77771,Credit Card,Visa,"₱1,290.80"
77775,Credit Card,Visa,"₱1,900.80"
77776,Credit Card,Visa,"₱2,167.68"
77778,Credit Card,Visa,"₱2,750.45"
77782,E-wallet,GCash,"₱1,339.82"
77784,Credit Card,Visa,"₱3,643.66"
77786,Cash,Cash,"₱1,601.25"
77788,E-wallet,GCash,"₱1,687.30"
77789,Credit Card,Visa,₱762.50
77791,Credit Card,Mastercard,₱381.25
77794,Cash,Cash,"₱1,574.02"
77797,E-wallet,GCash,₱569.10
77797,Credit Card,Mastercard,₱695.56
77800,Cash,Cash,"₱1,132.86"
77803,Cash,Cash,"₱2,652.41"
77805,Cash,Cash,"₱1,960.71"
77807,Credit Card,Visa,"₱1,410.62"
77808,Cash,Cash,"₱1,764.64"
77809,Cash,Cash,₱750.52
77811,Cash,Cash,"₱1,628.48"
77813,Credit Card,Visa,₱811.52
77815,E-wallet,GCash,"₱1,112.71"
77815,Credit Card,Mastercard,"₱1,359.97"
77817,Credit Card,Mastercard,"₱1,192.77"
77821,Credit Card,Visa,"₱2,630.62"
77823,Credit Card,Mastercard,"₱3,289.64"
77826,E-wallet,GCash,"₱4,204.64"
77830,Cash,Cash,"₱1,633.93"
77832,Credit Card,Visa,₱413.93
77833,E-wallet,GCash,"₱1,002.42"
77833,Credit Card,Mastercard,"₱1,225.17"
77834,Credit Card,Visa,"₱1,514.11"
77837,Credit Card,Visa,"₱1,426.96"
77840,E-wallet,GCash,"₱2,314.73"
77842,Cash,Cash,"₱1,508.66"
77846,Credit Card,Mastercard,"₱2,331.07"
77848,E-wallet,GCash,₱803.89
77848,Credit Card,Mastercard,₱982.54
77851,Credit Card,Visa,"₱2,374.64"
77853,Credit Card,Visa,"₱1,688.39"
77854,E-wallet,GCash,₱71.08
77854,Credit Card,Mastercard,₱86.87
77855,E-wallet,GCash,₱964.02
77856,Credit Card,Visa,"₱3,148.04"
77857,Credit Card,Mastercard,"₱1,454.20"
77859,Cash,Cash,"₱1,191.64"
77860,E-wallet,GCash,₱708.04
77861,Cash,Cash,₱555.54
77862,Credit Card,Visa,"₱1,105.62"
77863,E-wallet,GCash,"₱1,722.98"
77863,Credit Card,Mastercard,"₱2,105.86"
77864,Cash,Cash,"₱1,655.71"
77866,E-wallet,GCash,₱823.50
77866,Credit Card,Mastercard,"₱1,006.50"
77867,E-wallet,GCash,"₱2,548.93"
77868,E-wallet,GCash,₱266.87
77869,Cash,Cash,"₱1,290.80"
77870,Credit Card,Visa,"₱2,559.82"
77871,Cash,Cash,"₱2,380.09"
77872,Credit Card,Visa,"₱2,204.71"
77874,E-wallet,GCash,₱622.53
77874,Credit Card,Mastercard,₱760.86
77875,E-wallet,GCash,"₱2,881.16"
77876,Cash,Cash,"₱7,383.18"
77877,Credit Card,Visa,₱604.55
77878,E-wallet,GCash,"₱1,285.36"
77879,Credit Card,Visa,₱604.55
77881,E-wallet,GCash,₱519.59
77881,Credit Card,Mastercard,₱635.05
77882,Cash,Cash,"₱2,374.64"
77883,Credit Card,Mastercard,"₱1,345.27"
77885,E-wallet,GCash,"₱1,710.72"
77885,Credit Card,Mastercard,"₱2,090.89"
77886,E-wallet,GCash,₱365.18
77886,Credit Card,Mastercard,₱446.34
77887,Credit Card,Visa,"₱1,628.48"
77888,Credit Card,Mastercard,"₱1,688.39"
77889,Credit Card,Visa,₱969.46
77890,Credit Card,Visa,"₱1,285.36"
77891,Credit Card,Mastercard,"₱2,124.11"
77893,Credit Card,Mastercard,"₱1,873.57"
77894,Credit Card,Visa,"₱1,481.43"
77895,E-wallet,GCash,₱255.98
77896,Credit Card,Visa,"₱2,401.87"
77898,Credit Card,Mastercard,₱942.23
77899,Cash,Cash,"₱2,096.87"
77901,E-wallet,GCash,"₱3,583.75"
77902,Credit Card,Mastercard,"₱4,422.50"
77903,Credit Card,Mastercard,"₱2,396.43"
77904,Cash,Cash,"₱1,759.20"
77905,Cash,Cash,₱811.52
77906,Credit Card,Visa,₱511.96
77907,Credit Card,Visa,"₱1,116.52"
77909,E-wallet,GCash,"₱1,426.96"
77910,Credit Card,Visa,₱915.00
77911,E-wallet,GCash,₱698.50
77911,Credit Card,Mastercard,₱853.73
77912,E-wallet,GCash,"₱1,508.66"
77913,Credit Card,Mastercard,"₱1,301.70"
77915,Cash,Cash,"₱1,633.93"
77917,E-wallet,GCash,"₱3,959.55"
77918,Credit Card,Visa,"₱3,665.45"
77919,Credit Card,Mastercard,"₱2,516.25"
77920,E-wallet,GCash,"₱1,715.62"
77921,Credit Card,Mastercard,"₱1,132.86"
77922,E-wallet,GCash,₱673.18
77924,Cash,Cash,₱925.89
77925,Credit Card,Visa,₱501.07
77926,Credit Card,Mastercard,₱511.96
77927,Cash,Cash,₱495.62
77928,Credit Card,Mastercard,"₱2,227.59"
77929,Cash,Cash,"₱1,007.59"
77931,E-wallet,GCash,"₱4,645.80"
77932,Credit Card,Visa,"₱2,983.55"
77933,Cash,Cash,"₱2,521.12"
77934,Cash,Cash,₱806.07
77935,Credit Card,Visa,"₱3,218.84"
77937,E-wallet,GCash,₱697.14
77938,Credit Card,Mastercard,"₱1,911.70"
77939,E-wallet,GCash,"₱1,503.21"
77941,Credit Card,Visa,"₱2,472.68"
77942,Credit Card,Visa,"₱2,276.61"
77943,E-wallet,GCash,"₱1,073.49"
77943,Credit Card,Mastercard,"₱1,312.05"
77945,Credit Card,Visa,"₱1,334.37"
77946,E-wallet,GCash,"₱1,877.38"
77946,Credit Card,Mastercard,"₱2,294.58"
77947,E-wallet,GCash,"₱1,955.27"
77948,Credit Card,Mastercard,₱702.59
77950,Credit Card,Mastercard,"₱1,966.16"
77951,Credit Card,Mastercard,"₱2,510.80"
77952,E-wallet,GCash,"₱2,026.07"
77953,Cash,Cash,₱806.07
77955,E-wallet,GCash,₱450.96
77955,Credit Card,Mastercard,₱551.18
77956,Credit Card,Mastercard,"₱3,225.37"
77958,Cash,Cash,₱980.36
77959,E-wallet,GCash,"₱1,998.84"
77960,E-wallet,GCash,"₱2,227.59"
77961,E-wallet,GCash,₱833.30
77962,Credit Card,Mastercard,"₱1,780.98"
77963,Credit Card,Mastercard,"₱4,385.46"
77964,E-wallet,GCash,₱141.61
77965,Credit Card,Mastercard,"₱1,138.30"
77966,Credit Card,Visa,₱490.18
77967,Credit Card,Visa,"₱2,184.02"
77969,Cash,Cash,₱938.20
77971,Credit Card,Mastercard,"₱2,766.79"
77972,Cash,Cash,"₱2,145.89"
77973,Cash,Cash,"₱2,085.37"
77974,Credit Card,Mastercard,"₱1,666.61"
77975,Credit Card,Visa,"₱1,830.00"
77976,Cash,Cash,"₱2,276.61"
77977,Credit Card,Mastercard,"₱1,416.07"
77978,Credit Card,Visa,"₱3,616.43"
77979,Cash,Cash,₱283.21
77980,Credit Card,Mastercard,"₱1,830.00"
77982,Cash,Cash,₱735.27
77984,E-wallet,GCash,₱580.86
77984,Credit Card,Mastercard,₱709.94
77985,Credit Card,Visa,"₱1,198.21"
77986,E-wallet,GCash,₱308.81
77986,Credit Card,Mastercard,₱377.44
77987,Credit Card,Mastercard,₱968.37
77988,Credit Card,Visa,"₱5,146.87"
77990,Credit Card,Visa,"₱1,693.84"
77991,Credit Card,Mastercard,"₱1,982.50"
77993,Credit Card,Visa,₱985.80
77995,E-wallet,GCash,"₱2,808.18"
77996,Credit Card,Mastercard,"₱2,554.37"
77997,E-wallet,GCash,"₱4,378.93"
77998,Credit Card,Mastercard,₱386.70
77999,Credit Card,Mastercard,"₱1,328.93"
78000,E-wallet,GCash,"₱1,650.27"
78001,E-wallet,GCash,₱855.09
78002,Cash,Cash,"₱3,600.09"
78004,Cash,Cash,₱838.75
78005,Credit Card,Mastercard,"₱2,946.52"
78007,Credit Card,Mastercard,₱973.77
78008,Credit Card,Mastercard,"₱1,743.00"
78009,E-wallet,GCash,"₱3,344.11"
78010,E-wallet,GCash,"₱1,210.74"
78010,Credit Card,Mastercard,"₱1,479.80"
78011,Cash,Cash,"₱2,655.68"
78012,E-wallet,GCash,₱626.34
78013,Cash,Cash,"₱1,367.05"
78014,E-wallet,GCash,"₱1,029.37"
78015,Credit Card,Mastercard,"₱1,767.91"
78016,Credit Card,Mastercard,"₱1,154.64"
78017,Cash,Cash,"₱2,652.41"
78018,Credit Card,Mastercard,"₱1,813.66"
78019,Credit Card,Visa,"₱3,677.43"
78021,Credit Card,Mastercard,₱637.23
78022,Credit Card,Visa,"₱1,824.55"
78023,E-wallet,GCash,"₱1,492.32"
78024,Credit Card,Visa,"₱2,864.82"
78026,Credit Card,Mastercard,"₱1,198.21"
78027,E-wallet,GCash,"₱1,058.25"
78029,Credit Card,Visa,"₱1,078.39"
78030,Credit Card,Visa,₱615.45
78031,Credit Card,Visa,₱724.37
78033,E-wallet,GCash,"₱1,367.05"
78034,Credit Card,Visa,"₱2,374.64"
78035,E-wallet,GCash,"₱2,592.27"
78037,E-wallet,GCash,"₱1,862.68"
78039,Credit Card,Mastercard,₱533.75
78040,Cash,Cash,"₱2,886.61"
78041,E-wallet,GCash,₱816.96
78042,E-wallet,GCash,"₱1,056.61"
78044,E-wallet,GCash,₱724.37
78045,E-wallet,GCash,"₱2,321.04"
78046,Credit Card,Mastercard,"₱1,617.59"
78047,Credit Card,Visa,"₱2,096.87"
78048,E-wallet,GCash,"₱3,022.77"
78049,Cash,Cash,"₱3,420.36"
78050,E-wallet,GCash,"₱1,830.00"
78051,Credit Card,Mastercard,₱299.55
78052,Credit Card,Visa,"₱2,020.62"
78053,Cash,Cash,"₱1,394.29"
78054,E-wallet,GCash,"₱1,143.75"
78056,Credit Card,Visa,₱675.36
78058,E-wallet,GCash,"₱1,107.16"
78059,E-wallet,GCash,₱740.71
78061,E-wallet,GCash,"₱1,367.60"
78061,Credit Card,Mastercard,"₱1,671.51"
78062,Credit Card,Mastercard,₱915.00
78063,Credit Card,Mastercard,₱698.09
78065,Credit Card,Mastercard,"₱1,780.98"
78066,Credit Card,Mastercard,"₱2,821.25"
78067,Credit Card,Mastercard,"₱7,064.02"
78068,Credit Card,Visa,₱920.45
78070,Cash,Cash,"₱2,129.55"
78071,Credit Card,Visa,"₱1,726.52"
78072,Credit Card,Mastercard,₱430.27
78073,Cash,Cash,₱953.12
78075,Cash,Cash,"₱2,096.87"
78077,Credit Card,Mastercard,"₱1,459.64"
78078,Credit Card,Visa,"₱1,383.39"
78079,Credit Card,Visa,"₱1,726.52"
78081,Cash,Cash,₱0.00
78082,Cash,Cash,₱838.75
78084,Credit Card,Mastercard,"₱2,336.52"
78085,Credit Card,Mastercard,"₱1,220.00"
78086,E-wallet,GCash,₱688.70
78086,Credit Card,Mastercard,₱841.75
78087,Credit Card,Visa,"₱2,875.71"
78088,Credit Card,Visa,"₱1,617.59"
78089,Cash,Cash,"₱2,908.39"
78090,Credit Card,Visa,"₱1,296.25"
78092,E-wallet,GCash,"₱1,889.91"
78093,Credit Card,Visa,"₱2,367.02"
78094,Cash,Cash,"₱2,362.66"
78096,Credit Card,Visa,"₱1,791.87"
78097,E-wallet,GCash,₱49.02
78097,Credit Card,Mastercard,₱59.91
78098,E-wallet,GCash,"₱1,132.86"
78099,E-wallet,GCash,₱869.25
78100,Credit Card,Mastercard,"₱1,459.64"
78101,Credit Card,Mastercard,₱893.21
78104,Debit Card,MOLDEX,"₱1,867.50"
78105,Credit Card,Mastercard,₱195.00
78107,Credit Card,Mastercard,"₱1,377.95"
78110,E-wallet,GCash,₱185.00
78112,E-wallet,GCash,₱581.43
78113,Online Payment,Grab,"₱1,980.00"
78114,Credit Card,Mastercard,₱648.13
78117,Credit Card,Mastercard,"₱1,530.22"
78120,Credit Card,Mastercard,"₱3,785.27"
78122,E-wallet,GCash,"₱2,000.00"
78122,Credit Card,Mastercard,"₱6,715.77"
78123,Credit Card,Visa,"₱1,780.98"
78126,Credit Card,Visa,"₱4,182.86"
78127,Cash,Cash,"₱2,145.89"
78130,Credit Card,Mastercard,"₱1,247.23"
78131,Credit Card,Mastercard,"₱6,900.63"
78140,Cash,Cash,₱479.29
78147,Credit Card,Visa (AUB PayMate),"₱2,645.50"
78148,E-wallet,GCash,₱277.77
78150,Cash,Cash,₱836.05
78153,Credit Card,Visa,"₱1,687.50"
